,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats
3851,17,0.06860632264309356,3,1,2,13.73,1995.0,148.0,5
3421,18,0.002866473322978414,2,1,1,14.28,1798.0,138.03,5
3505,14,0.005824766542383596,2,2,1,15.7,1172.0,67.0,5
4645,19,-0.13955891022905106,3,1,1,20.58,1995.0,143.0,5
4869,16,0.2809898625132789,3,1,1,10.2,4367.0,308.0,7
1142,15,0.6712216080774824,3,2,1,18.0,1248.0,75.0,5
4417,15,-0.00809016823037411,3,1,2,11.7,2993.0,245.0,5
5092,18,0.03488177994187449,2,2,1,20.4,1197.0,81.8,5
5951,18,-0.11662665945788422,2,2,1,17.0,1497.0,118.0,5
2847,9,0.2986957952634966,2,2,2,15.3,1341.0,83.0,5
5112,19,-0.033323313727744976,3,2,1,22.54,1396.0,88.73,5
2461,19,-0.05191673444378421,3,2,2,19.01,1461.0,108.5,5
4319,16,-0.05191673444378421,2,2,1,19.4,1198.0,86.8,5
2539,18,0.13434617196320872,3,2,1,25.1,1498.0,98.6,5
2806,16,0.3425223614769067,3,2,1,23.0,1396.0,90.0,5
3680,15,-0.0421105402535337,2,2,1,13.14,1798.0,160.0,5
2661,12,-0.19435307463736703,2,1,2,10.4,2773.0,201.0,5
5211,21,0.1075790966483685,3,2,1,15.96,2523.0,62.1,7
2519,22,-0.31487613172424483,3,2,1,28.4,1248.0,74.0,5
2641,20,-0.4511767526479502,2,2,1,18.6,1197.0,81.83,5
5431,20,-0.40252926415106505,3,2,1,24.3,1248.0,88.5,5
3846,14,0.39459927877999124,2,2,1,19.7,796.0,46.3,5
872,20,-0.285293199530193,2,2,1,19.4,1198.0,86.8,5
1442,13,1.894782640265019,2,2,1,17.0,1497.0,118.0,5
4723,17,0.3671748049719499,3,2,2,22.7,1498.0,89.84,5
2331,16,0.3524490787242441,3,2,1,20.54,1598.0,103.6,5
2827,13,-0.00809016823037411,3,1,1,18.56,1995.0,190.0,5
2789,22,-0.36864037182654563,2,2,1,21.4,1197.0,83.1,5
2079,19,-0.6128967819754335,3,2,1,26.1,1498.0,99.0,5
4217,18,0.17817273817661883,3,2,1,26.0,1498.0,98.6,5
1647,17,-0.3039194901708923,2,2,1,13.24,1598.0,102.5,5
3696,16,-0.03000345133707916,3,2,2,20.4,1461.0,108.5,5
5635,16,-0.18339643308401452,2,2,1,17.0,1497.0,118.0,5
2934,18,0.14980599319498913,2,2,1,18.0,1198.0,86.7,5
2521,17,-0.06725603261847775,3,2,1,19.6,1461.0,108.45,5
2636,19,-0.27180557377801606,2,1,2,18.9,1197.0,82.0,5
3469,12,1.2190536857451086,3,1,3,16.07,1995.0,181.0,5
1898,19,-0.15052650842395693,2,2,1,18.7,1199.0,88.7,5
5647,5,1.8435822542862026,3,2,4,0.0,2446.0,80.0,8
575,10,0.2666147487952804,2,2,1,17.0,1086.0,63.0,5
1307,19,0.21113031596910323,3,2,1,17.0,1405.0,70.0,5
1403,17,0.03573639798303599,3,2,1,22.07,1199.0,73.9,5
3529,16,-0.10919805648471122,2,2,1,18.6,1197.0,85.8,5
3811,18,-0.15052650842395693,3,2,1,24.2,1498.0,98.6,7
5744,17,-0.015190071956946547,3,1,1,14.39,1998.0,163.7,5
2548,14,-0.31487613172424483,2,2,1,18.6,1199.0,79.4,5
700,17,-0.011190897789972875,2,2,1,18.5,1197.0,85.8,5
5574,20,0.03888095410884816,3,2,1,28.09,1248.0,88.5,5
3056,20,-0.22722299929742462,3,2,1,25.2,1248.0,74.0,5
3041,18,-0.4509028366091164,2,2,1,16.02,1373.0,93.7,7
2267,8,1.7203200368109868,3,2,2,0.0,2446.0,75.0,10
591,17,0.23766730181132303,3,2,2,17.21,1493.0,100.0,7
3228,7,-0.07383001755048926,2,2,1,16.1,796.0,37.0,4
649,16,0.15023330221556988,3,2,1,15.1,2179.0,140.0,7
1167,14,0.06860632264309356,2,2,1,18.5,1197.0,80.0,5
4467,13,0.10147624730315113,2,2,1,16.1,1298.0,88.2,5
3072,19,0.08515085138865588,2,2,1,21.1,814.0,55.2,5
2172,20,0.10142146409538438,3,2,1,16.0,2179.0,140.0,7
5867,21,-0.2600929239574822,3,1,1,18.19,1968.0,174.5,5
2684,15,-0.29405851277287504,2,2,1,13.4,1798.0,157.8,5
775,17,0.16721609662326628,3,2,2,12.55,2982.0,168.5,7
459,20,-0.08476474582073508,3,1,1,11.33,4134.0,335.2,7
1709,21,-0.23682101729816143,2,2,1,20.4,1197.0,81.8,5
6001,17,0.36337285035293654,3,1,1,17.68,1968.0,174.33,5
5255,18,0.01382311487633094,3,2,1,23.2,1248.0,73.94,5
3830,18,0.2219993043900289,3,1,1,12.55,2982.0,168.5,7
5080,15,0.3425223614769067,3,2,2,13.93,2179.0,138.1,7
2602,19,-0.04096009289043169,2,2,1,22.0,814.0,55.0,5
2503,18,-0.12804347995647755,3,2,1,20.77,1248.0,88.76,7
3359,14,0.13434617196320872,2,2,1,18.9,998.0,67.1,5
4555,17,-0.36965933949100743,3,1,2,14.84,2143.0,167.62,5
2255,20,0.01382311487633094,2,2,1,24.7,796.0,47.3,5
2166,18,-0.18931301952282487,2,2,1,18.5,1198.0,86.8,5
2275,21,-0.2162663577440721,3,2,1,23.0,1498.0,98.96,5
3827,20,-0.09574330065719432,2,2,1,19.1,1197.0,82.0,5
1686,15,1.0694626586171867,3,2,2,12.99,2494.0,100.0,8
1102,16,0.3962099050883341,3,2,1,16.8,1493.0,110.0,5
1619,15,-0.05191673444378421,2,2,1,19.81,1086.0,68.05,5
2358,17,-0.1286132253172519,3,2,1,22.32,1582.0,126.32,5
1762,15,0.18771597296958886,2,1,1,9.43,2996.0,254.0,5
1649,15,-0.2929628486175398,3,2,1,23.59,1364.0,88.2,5
3783,14,0.7588747405043026,3,2,2,14.42,1995.0,147.6,5
3867,20,-0.28918280728163315,3,1,1,17.9,2143.0,136.0,5
534,17,0.07165226899492556,3,2,1,14.66,2199.0,194.3,7
3754,12,0.3096524368168491,2,2,1,13.5,1799.0,130.0,5
3026,19,-0.2162663577440721,2,2,2,18.6,1197.0,81.83,5
4149,17,-0.31487613172424483,2,2,1,16.47,1198.0,73.9,5
3156,23,-0.5104193135269274,2,1,1,18.9,1197.0,81.86,5
2881,20,-0.13266718269199232,3,1,1,21.66,1498.0,103.52,5
5204,15,-0.0245251305604029,3,2,1,20.0,1399.0,68.0,5
555,17,0.5068719847771945,3,2,2,25.47,1248.0,88.5,7
4042,18,-0.44087750958779887,2,1,1,23.1,998.0,67.04,5
2996,11,0.3753922861369643,2,1,2,12.9,1799.0,130.0,5
1535,18,0.06860632264309356,3,2,1,26.0,1498.0,98.6,5
2391,20,-0.07437784962815688,2,2,1,20.73,1373.0,91.1,5
5153,17,0.01382311487633094,3,1,1,15.73,1968.0,174.33,5
1418,20,-0.5166645992123383,2,2,1,21.1,814.0,55.2,5
3311,18,0.12349909682538972,3,2,1,20.54,1598.0,103.6,5
17,21,-0.36965933949100743,3,2,1,28.4,1248.0,74.0,5
4885,20,-0.019046809783726637,2,2,1,18.6,1197.0,81.83,5
2037,11,1.1314005533182885,3,2,2,12.8,2494.0,102.0,8
2841,19,0.45208877701043193,3,1,2,13.01,2199.0,194.3,7
2949,14,0.7535059861431599,3,2,2,19.0,1248.0,90.0,5
4002,17,0.01382311487633094,3,2,1,21.9,1396.0,88.76,5
5461,14,-0.23817964085077714,3,1,1,13.5,2987.0,282.0,5
170,16,-0.15052650842395693,2,2,2,19.4,1198.0,86.8,5
1173,12,0.33156571992355416,2,1,1,14.53,1798.0,138.1,5
5247,16,-0.20014913801909054,3,1,2,16.2,2993.0,235.0,5
3217,21,-0.2600929239574822,2,1,1,18.0,1497.0,117.3,5
5855,19,-0.4244425472577701,2,2,1,18.9,1197.0,82.0,5
2656,6,0.3753922861369643,2,2,3,18.9,998.0,67.1,5
5151,16,0.5290372706396267,3,2,1,22.07,1199.0,73.9,5
4091,16,-0.35135079145535536,2,2,2,17.0,1497.0,118.0,5
106,18,-0.06287337599713674,2,2,1,17.71,1197.0,78.9,5
1129,22,-0.22722299929742462,3,2,1,24.52,1248.0,88.5,7
3381,21,-0.25588557360099484,3,2,1,24.3,1248.0,88.5,5
5090,17,0.22446454873953323,3,2,1,22.0,1582.0,126.2,5
3137,18,0.24391258749673397,3,1,1,13.0,2143.0,204.0,5
1390,17,-0.31487613172424483,3,1,1,18.88,1995.0,184.0,5
5614,22,-0.17104829805338623,3,2,1,23.59,1364.0,67.04,5
4294,17,-0.2462437290340446,2,2,1,20.36,1197.0,78.9,5
2038,16,0.01382311487633094,2,2,1,21.1,814.0,55.2,5
4942,18,-0.33165074994242755,3,1,1,18.25,1968.0,187.74,5
182,18,-0.08478665910384178,3,1,1,22.48,1995.0,190.0,5
1101,15,2.0736717269066056,3,2,2,12.8,2494.0,102.0,7
2981,16,-0.23817964085077714,2,2,2,18.6,1199.0,79.4,5
863,18,0.14530281351656124,3,2,1,20.34,1498.0,103.2,5
3365,11,0.2110426628366764,3,2,2,10.5,2835.0,107.2,6
4699,16,-0.46826911347118017,3,1,1,16.36,2179.0,187.7,5
5503,16,0.2412062970330559,3,2,2,23.4,1248.0,74.0,5
68,20,0.046693039536388516,3,2,1,24.52,1248.0,88.5,7
4340,18,-0.2162663577440721,2,2,1,17.4,1497.0,117.3,5
1077,23,-0.2635113961221282,3,2,1,24.3,1248.0,88.5,5
1119,13,0.5397419094372522,2,1,1,13.7,1798.0,157.75,5
5295,14,0.14968547013790226,2,2,2,20.36,1197.0,78.9,5
787,21,-0.5995515925634501,2,2,1,18.88,1499.0,110.4,5
4639,17,-0.15041694200842343,2,2,2,21.1,814.0,55.2,5
2583,19,-0.2600929239574822,3,2,1,19.3,1248.0,73.9,5
226,19,-0.13767436788187443,3,2,2,19.01,1461.0,108.5,5
4542,17,0.11111809187010137,2,2,1,16.95,1498.0,97.7,5
4731,22,-0.38061598104435995,2,2,1,19.69,1198.0,67.04,5
2303,10,0.5506985509906047,2,2,1,16.9,1497.0,100.0,5
1804,18,0.27193967659020973,3,2,1,22.32,1582.0,126.32,5
5676,15,0.0795629641964461,3,2,1,22.07,1199.0,73.9,5
1683,21,-0.28592868474028743,3,1,1,14.84,2143.0,170.0,5
2574,15,0.26582587060343904,3,2,2,20.54,1598.0,103.6,5
1768,18,-0.5366495134056533,2,2,1,20.3,998.0,68.05,5
782,18,-0.15490916504529795,2,1,1,23.1,998.0,67.04,5
388,14,0.39730556924366933,2,2,1,16.2,1599.0,103.2,5
552,14,0.5528898793012752,2,2,2,17.5,1298.0,85.8,5
4719,18,2.095585010013311,3,2,1,12.99,2494.0,100.6,8
2698,21,-0.31487613172424483,3,1,1,18.49,1493.0,100.0,7
35,13,0.2747664901109747,2,2,2,14.0,1061.0,64.0,5
5321,18,-0.2637086156700885,2,2,1,15.1,1196.0,73.0,7
5852,12,1.4600997999188643,3,2,1,12.8,2494.0,102.0,8
1465,16,0.28896629756411957,3,2,1,23.2,1248.0,73.94,5
2153,21,-0.48503277504780956,3,1,1,19.71,2143.0,201.15,5
1609,18,0.024779756429683466,3,1,2,16.96,1968.0,138.03,5
3477,19,0.2847260772829721,3,2,1,15.1,2179.0,140.0,7
5076,17,-0.15052650842395693,3,2,1,22.07,1199.0,73.9,5
2631,20,-0.5169823418173854,3,2,1,19.67,1582.0,126.2,5
4308,18,-0.05392179984804772,3,2,1,25.47,1248.0,88.5,7
1367,20,0.01902751961417339,2,1,1,18.0,1497.0,117.3,5
2442,20,0.12338953040985619,2,2,1,21.1,814.0,55.2,5
2197,15,0.17817273817661883,3,2,1,21.5,1248.0,88.8,5
825,21,-0.08478665910384178,3,2,1,21.66,1498.0,108.62,5
5333,16,0.04670399617794187,3,2,2,20.77,1248.0,88.76,7
175,17,-0.41348590570441757,2,1,2,14.4,1598.0,103.6,5
428,10,0.5397419094372522,2,2,2,17.0,1086.0,63.0,5
2547,20,-0.36965933949100743,3,1,1,15.87,2993.0,308.43,5
3456,20,0.09051960574979862,3,2,1,26.0,1498.0,98.6,5
5905,20,0.726004815844245,3,2,1,22.95,1248.0,74.0,5
1233,21,-0.23945061127096604,3,1,1,13.0,2143.0,204.0,5
4981,21,-0.5559222458980003,2,2,1,18.2,1199.0,88.7,5
4857,19,-0.04446621818750449,2,2,1,21.1,814.0,55.2,5
1389,14,0.11253149863048384,2,2,2,15.6,1196.0,70.0,5
4036,19,-0.2566525385097295,3,2,1,23.2,1248.0,73.94,5
4399,23,0.06860632264309356,3,1,1,26.59,1248.0,74.0,5
3817,21,-0.588792170558058,2,2,1,18.6,1197.0,81.83,5
4353,13,0.9670509300180006,3,2,1,12.99,2494.0,100.6,7
2384,21,-0.20530971619071955,3,2,1,24.3,1248.0,88.5,5
3245,20,-0.32143916001470296,2,2,1,20.4,1197.0,81.8,5
1996,13,0.06920893792852796,2,2,1,17.0,1497.0,118.0,5
4005,18,-0.23817964085077714,2,2,1,17.4,1497.0,117.3,5
3771,21,-0.1323056135207317,2,2,1,21.1,998.0,100.0,5
2906,21,-0.34909372329536476,3,2,1,24.0,1186.0,73.97,5
5065,20,0.05764968108974104,3,2,1,17.8,1248.0,74.0,5
1111,17,-0.28252116921719483,2,2,1,18.6,1197.0,85.8,5
4602,15,-0.04096009289043169,3,1,2,14.21,2143.0,203.0,5
1691,16,-0.08478665910384178,3,1,1,11.74,2987.0,254.8,5
2830,17,-0.15052650842395693,3,2,1,22.1,1248.0,76.9,5
5133,19,-0.3477460563843024,2,2,1,17.57,1193.0,88.7,5
489,21,0.7698313820576551,3,1,1,11.0,2987.0,258.0,7
841,18,0.27678251215679156,3,1,1,19.3,1968.0,141.0,5
4585,21,-0.5532597820005357,2,2,1,21.1,814.0,55.2,5
1830,21,-0.27595814092673665,3,1,1,11.57,2987.0,254.79,5
2168,19,-0.2709399990953012,2,2,3,16.47,1198.0,73.9,5
5649,19,-0.2820062070641872,2,2,1,15.0,1598.0,103.52,5
1114,20,-0.2818309007993336,3,2,1,22.54,1396.0,88.73,5
1771,18,0.007807918663540403,2,2,1,18.5,1197.0,85.8,5
2496,20,-0.3641810187143312,3,1,1,21.5,1498.0,108.5,5
4815,16,0.17817273817661883,3,2,3,20.54,1598.0,103.6,5
4190,20,-0.04094913624887833,2,1,2,16.93,1197.0,103.2,5
2724,18,-0.3367894148309499,2,1,1,16.5,1198.0,86.8,5
4557,19,-0.12839409248618483,2,2,2,23.1,998.0,67.04,5
4684,15,0.05764968108974104,2,2,1,19.7,796.0,46.3,5
2820,18,-0.40143359999572975,2,2,1,19.4,1198.0,86.8,5
3447,20,-0.31167679239066587,2,2,1,18.6,1197.0,81.86,5
1273,21,-0.4559428917236586,2,2,1,18.9,1197.0,82.0,5
2016,16,0.12338953040985619,3,2,1,21.64,1461.0,84.8,5
4050,13,0.01382311487633094,2,2,1,14.53,1798.0,138.0,5
876,18,0.1414570323313345,3,2,1,25.1,1498.0,98.6,5
5708,21,-0.46275792276984384,2,1,1,16.0,1497.0,117.3,7
3944,20,-0.566878887451353,2,2,1,24.07,998.0,67.1,5
2263,18,0.06375253043495839,3,1,2,12.7,2179.0,187.7,5
5316,20,0.45540863940109777,3,2,1,22.95,1248.0,74.0,5
5523,11,1.5367962907923318,3,2,2,12.8,2494.0,102.0,7
5776,18,-0.20530971619071955,3,1,1,17.11,1968.0,174.33,5
3925,15,0.8518966272922656,3,2,1,12.8,2494.0,102.0,7
2192,18,-0.4353991888111226,2,1,1,15.5,1198.0,86.7,5
1431,20,-0.151896088618126,3,1,2,22.32,1582.0,126.32,5
5413,22,-0.5582888804735245,2,2,1,20.73,1373.0,91.1,5
6000,18,0.10158581371868466,2,2,2,18.5,1197.0,82.85,5
2107,19,0.6273950418640724,3,2,2,23.59,1364.0,67.05,5
4487,20,-0.069688407043322,2,2,1,17.0,1591.0,121.3,5
6006,13,0.4740239734002437,3,1,1,8.7,2987.0,224.34,5
1792,16,0.6164384003107198,3,2,1,13.0,2982.0,168.5,7
1676,18,-0.10247067857095277,2,2,1,17.5,1298.0,85.8,5
1324,23,-0.4588244884521903,2,2,1,20.89,1197.0,81.8,5
2482,17,-0.003597945193499576,3,1,1,19.3,1968.0,141.0,5
2441,15,-0.1821035493807189,2,2,1,18.3,1197.0,67.0,5
61,14,0.14530281351656124,3,2,1,20.0,1399.0,68.0,5
195,18,-0.07383001755048926,3,2,1,25.8,1498.0,98.6,5
1790,8,0.16173777584659002,2,2,2,13.0,1343.0,90.0,5
5557,21,-0.4627907926945039,3,1,1,17.9,2143.0,136.0,5
1383,13,0.42315228666802795,3,2,2,17.1,1493.0,110.0,5
3306,21,-0.23547335038709907,3,2,1,19.67,1582.0,126.2,5
1518,19,-0.2929628486175398,2,2,1,17.0,1497.0,118.0,5
3021,17,0.2521848518695151,3,2,1,20.0,1968.0,108.5,5
4876,19,-0.24913628240412966,2,2,2,18.6,1197.0,81.83,5
455,20,0.23535545044356565,3,2,1,27.62,793.0,47.0,5
5736,22,-0.18339643308401452,2,2,1,18.15,1198.0,82.0,6
2339,18,-0.11765658376389937,3,2,2,25.8,1498.0,98.6,5
1124,13,0.01382311487633094,2,1,1,19.2,1197.0,80.0,5
3016,15,0.23295594594338145,3,2,1,13.93,2179.0,138.03,7
1039,21,-0.5997488121114105,2,1,1,16.0,1368.0,160.0,5
5445,13,0.8355712313777702,2,1,1,12.1,2362.0,164.7,5
2967,18,0.13434617196320872,3,2,1,25.2,1248.0,74.0,5
3559,17,0.23295594594338145,3,1,2,11.18,2696.0,184.0,7
3368,13,0.23295594594338145,3,2,4,17.8,1248.0,75.0,5
371,19,-0.2372921528849556,2,1,1,18.9,1197.0,82.0,5
598,20,-0.5340089627912953,3,1,1,16.36,2179.0,187.7,5
4545,20,-0.1254029293421196,3,1,1,14.16,1968.0,174.3,5
2021,16,-0.172439791530662,3,1,2,11.72,2199.0,194.3,7
4943,22,-0.4081390646263815,2,1,1,14.3,1598.0,103.52,5
1961,20,-0.1902772039795199,3,2,1,24.3,1248.0,88.5,5
4817,23,-0.184809839844397,3,2,1,22.7,1582.0,126.2,5
535,9,0.5397419094372522,3,2,1,17.0,1405.0,70.0,5
2279,19,0.09506661199443991,3,1,1,11.18,2696.0,184.0,7
2508,12,0.6712216080774824,3,2,2,18.1,1493.0,110.0,5
5686,11,0.12338953040985619,3,1,1,11.0,2987.0,198.5,5
2760,16,-0.00809016823037411,3,2,1,25.44,936.0,57.6,5
1462,20,-0.4749745781018319,3,2,1,25.8,1498.0,98.6,5
4197,16,-0.37256284950264584,2,2,2,18.6,1199.0,79.4,5
1575,15,0.474002060117137,3,1,1,15.06,1995.0,177.0,5
4182,15,0.14530281351656124,3,2,1,22.32,1582.0,126.3,5
3391,17,-0.15052650842395693,2,2,1,20.36,1197.0,78.9,5
4307,17,-0.16148314997730948,3,2,1,16.0,2179.0,140.0,7
5870,21,-0.28653130002572186,2,2,1,25.17,799.0,53.3,5
4614,21,-0.4792257550245327,3,1,1,15.97,2993.0,258.0,5
5307,22,-0.5011390381312377,2,2,1,21.4,1197.0,83.1,5
4251,19,0.046693039536388516,3,1,1,13.22,2967.0,241.4,5
2898,18,-0.06287337599713674,3,1,1,16.55,1968.0,140.0,5
1979,16,0.7361725792057562,3,2,1,22.7,1582.0,126.24,5
3757,18,0.009319935197903051,3,2,1,23.59,1364.0,67.1,5
2865,16,-0.0889611395356691,2,2,1,18.0,995.0,62.0,5
5729,14,0.13952866341794445,2,1,2,13.7,1798.0,157.75,5
2884,15,0.3425223614769067,3,1,1,14.84,2143.0,167.62,5
2250,20,-0.1865409892098267,3,2,1,19.67,1582.0,126.2,5
4329,20,-0.3587026979376549,3,2,1,25.32,1198.0,77.0,6
1622,19,0.01486399582389943,3,2,1,25.2,1248.0,74.0,5
356,11,0.6602649665241299,2,2,3,13.1,1997.0,141.1,5
3038,17,-0.11565151835963586,3,1,1,13.2,1995.0,170.0,5
88,20,-0.46826911347118017,2,2,1,18.9,1197.0,82.0,5
319,12,0.8684411560378278,3,2,2,17.1,1396.0,70.0,5
1672,15,0.23295594594338145,3,2,2,19.5,1461.0,63.1,5
3581,20,-0.3477460563843024,3,1,1,21.76,1995.0,190.0,5
2283,21,0.04330743729640259,3,2,1,26.21,1248.0,88.5,5
3854,7,-0.15929182166663897,2,2,2,11.7,1997.0,134.0,5
579,16,0.016792364737289473,3,2,1,13.6,2523.0,63.0,7
1449,13,0.14530281351656124,2,1,3,15.0,1396.0,100.0,5
563,18,-0.1286132253172519,3,1,1,18.88,1995.0,184.0,5
3151,19,-0.2907167370991025,3,1,1,17.11,1968.0,174.33,5
2238,12,1.0218341377847633,2,2,2,13.5,1799.0,130.0,5
4573,19,0.002866473322978414,3,2,1,28.09,1248.0,88.5,5
1811,15,0.03937400297874903,2,1,1,11.7,2354.0,177.6,5
2128,16,0.32060907837020164,3,1,1,12.07,2967.0,241.4,7
4565,14,-0.05191673444378421,2,2,2,17.8,1199.0,76.8,5
5601,21,-0.39157262259771247,3,1,1,20.68,1995.0,190.0,5
4098,16,0.25562523731726783,1,2,1,21.4,1586.0,103.3,5
5591,10,0.726004815844245,2,2,2,13.5,1799.0,130.0,5
5150,18,0.03573639798303599,3,2,1,15.1,2179.0,140.0,7
4864,21,-0.29014699173832814,3,2,1,24.4,1120.0,71.0,5
1113,22,-0.4195558851249748,2,1,1,12.6,1950.0,191.34,5
5809,16,-0.28299230480398896,2,1,1,16.98,998.0,66.1,5
5327,16,-0.09574330065719432,2,2,1,17.5,1298.0,85.8,5
654,15,0.061561202124287895,2,2,1,24.07,998.0,67.1,5
1954,21,-0.40252926415106505,3,1,2,20.38,1968.0,143.0,5
165,16,0.8001264959526748,3,2,1,13.0,2982.0,168.5,7
4906,22,-0.4792257550245327,3,1,1,10.91,3198.0,197.0,7
3373,21,-0.5614005666746766,2,2,1,17.4,1497.0,117.3,5
4787,17,-0.024240257880015735,2,2,1,15.26,1598.0,103.5,5
902,17,0.125372682531013,3,1,1,17.68,1968.0,174.33,5
288,15,0.11243288885650367,3,2,1,20.54,1598.0,103.6,5
2406,19,0.002866473322978414,3,2,1,13.0,2982.0,168.5,7
4760,22,-0.21601435498834498,3,2,1,28.09,1248.0,88.5,5
1365,14,0.45241747625703255,3,2,2,18.8,1248.0,90.0,5
466,17,-0.1286132253172519,3,2,1,21.12,1248.0,88.8,5
2091,15,-0.2871448719527096,3,1,2,13.73,1995.0,148.0,5
156,16,0.07555283338791907,3,2,1,22.07,1199.0,73.9,5
3798,22,-0.43892722739130213,2,2,1,21.1,998.0,100.0,5
3745,21,-0.34854589121769713,3,2,1,24.3,1248.0,88.5,5
5962,14,-0.12070253011573137,3,2,1,21.1,1248.0,73.9,5
4937,19,0.41921885235037437,3,2,1,27.3,1498.0,98.6,5
4165,22,-0.5340089627912953,2,2,1,20.51,998.0,67.04,5
333,15,0.2236647139061385,2,2,2,18.5,1197.0,82.85,5
3008,18,-0.1121782629872231,1,2,2,26.6,998.0,58.16,5
5553,16,0.6273950418640724,3,2,1,10.5,2835.0,107.2,6
806,21,0.00983489735091062,3,1,1,10.91,3198.0,197.0,7
1018,23,-0.43986949856489044,3,2,1,26.59,1248.0,74.0,5
2338,16,0.09051960574979862,3,2,1,23.0,1396.0,90.0,5
1350,11,0.04113802226883879,2,2,1,15.0,1586.0,104.68,5
2481,11,0.1908933990200611,2,2,1,19.7,796.0,46.3,5
4247,16,0.17817273817661883,3,1,2,12.39,2179.0,147.51,5
3911,20,-0.48470407580120894,2,1,1,14.67,1798.0,177.46,5
