,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats
2539,18,0.13434617196320872,3,2,1,25.1,1498.0,98.6,5
5119,12,-0.14504818764728067,2,2,2,0.0,1086.0,63.0,5
1259,14,0.726004815844245,3,1,2,0.0,2179.0,115.0,5
5676,15,0.0795629641964461,3,2,1,22.07,1199.0,73.9,5
561,11,-0.2600929239574822,3,2,1,19.2,1461.0,65.0,5
28,22,-0.23346828498283556,2,2,1,17.5,1199.0,88.7,5
1739,18,0.16721609662326628,3,2,1,22.07,1199.0,73.9,5
409,21,-0.23224114112886007,3,1,1,15.73,1968.0,174.33,5
3838,22,-0.32867054343991564,3,2,1,24.3,1248.0,88.5,5
4985,15,0.06675465022057699,2,2,1,18.6,1199.0,79.4,5
1123,12,0.0795629641964461,2,1,2,8.45,2979.0,321.0,5
1030,17,0.507660862969036,3,2,1,14.24,2755.0,174.5,7
5941,22,-0.6326187367714681,2,2,1,25.17,799.0,53.3,5
4029,19,-0.2600929239574822,2,1,1,10.1,2354.0,152.0,5
1946,18,0.26882799038905764,3,2,1,22.9,1248.0,74.0,5
2761,18,-0.22722299929742462,2,1,1,13.7,1798.0,157.75,5
4613,20,-0.4463558303644751,2,2,1,18.16,1196.0,86.8,5
3011,20,0.2110426628366764,3,2,1,25.0,1396.0,69.01,5
3246,20,-0.3670516588013095,2,2,1,18.7,1199.0,88.7,5
194,11,0.013888854725651054,2,2,1,12.8,1493.0,100.0,5
171,17,0.01382311487633094,2,2,1,20.36,1197.0,78.9,5
4967,16,-0.36965933949100743,2,2,1,18.4,1198.0,86.8,5
2960,18,0.03573639798303599,3,2,2,22.07,1199.0,73.9,5
4467,13,0.10147624730315113,2,2,1,16.1,1298.0,88.2,5
3747,20,-0.2568168881330298,3,2,1,24.3,1248.0,88.5,5
277,21,0.6920392270288522,3,2,1,22.95,1248.0,74.0,5
680,10,0.4333857898788592,2,2,2,13.8,1299.0,70.0,5
5331,22,-0.5011390381312377,3,2,1,23.0,1498.0,98.96,5
4624,19,0.7807880236110076,3,2,1,25.2,1248.0,74.0,5
6000,18,0.10158581371868466,2,2,2,18.5,1197.0,82.85,5
31,16,0.31639077137216093,2,2,1,14.53,1798.0,138.1,5
5009,21,0.008344794099654676,3,1,1,14.75,2967.0,245.0,7
1028,18,0.2877391537101441,3,1,1,11.3,2987.0,254.8,7
4043,18,-0.15052650842395693,2,2,1,15.04,1598.0,103.6,5
1588,19,-0.521847090667074,2,2,1,22.74,796.0,47.3,5
2430,11,0.14092015689522022,2,2,2,20.36,1197.0,78.9,5
3792,20,-0.31487613172424483,2,2,1,21.1,814.0,55.2,5
1242,22,-0.6326187367714681,3,1,1,13.6,1999.0,177.0,5
4321,20,0.07304376247220133,3,1,1,13.0,2143.0,204.0,5
1922,16,0.2700003510352663,2,2,1,18.6,1199.0,79.4,5
57,14,-0.2929628486175398,2,2,1,20.36,1197.0,78.9,5
1497,22,-0.3332723328923237,2,1,1,14.28,1798.0,138.03,5
3341,14,-0.09397928136710455,2,1,1,8.77,4395.0,402.0,5
5726,18,0.3425223614769067,3,2,1,12.05,2179.0,120.0,8
30,17,0.03573639798303599,3,2,1,19.01,1461.0,108.45,5
1935,20,0.4301754939037269,3,2,1,15.4,1997.0,120.0,7
2165,18,0.08922672204650302,3,1,1,17.68,1968.0,174.33,5
1094,21,-0.2600929239574822,3,2,1,24.3,1248.0,88.5,5
3299,16,0.3096524368168491,3,1,1,12.55,2982.0,168.5,7
4939,18,0.1520740179965331,3,2,1,12.05,2179.0,120.0,7
3960,22,-0.18732986740166807,3,2,1,21.38,1396.0,88.7,5
2862,18,-0.05191673444378421,3,2,1,20.34,1498.0,103.2,5
2498,14,0.03244940551703023,2,2,1,14.8,1799.0,130.2,5
2827,13,-0.00809016823037411,3,1,1,18.56,1995.0,190.0,5
3472,15,0.2877391537101441,2,1,2,11.7,2354.0,177.6,5
2588,11,1.3180140722549887,3,2,1,11.56,3200.0,199.3,7
5141,19,-0.362559435764435,2,2,1,13.7,1399.0,98.82,7
3006,22,-0.4678418044505994,3,2,1,17.1,1956.0,170.0,5
652,9,0.45208877701043193,2,1,3,16.4,1497.0,78.0,5
2773,20,-0.3322533652278619,2,2,1,17.0,1497.0,118.0,5
284,16,-0.04854208884535163,2,2,1,17.1,1591.0,121.3,5
5162,16,0.9999208546780581,3,2,1,21.64,1461.0,84.8,5
5609,22,-0.588792170558058,2,2,1,17.8,1497.0,117.3,5
2146,15,0.23295594594338145,3,2,1,20.54,1598.0,103.6,5
5403,17,-0.1287008784496787,3,2,1,25.8,1498.0,98.6,5
3908,15,-0.09096620493993261,2,2,1,20.36,1197.0,78.9,5
2828,22,-0.4386313980693616,3,2,1,20.5,1248.0,91.72,5
2016,16,0.12338953040985619,3,2,1,21.64,1461.0,84.8,5
5981,21,-0.5778355290047055,2,2,1,21.4,1197.0,83.1,5
1601,19,-0.22722299929742462,2,2,1,17.4,1497.0,117.3,5
4038,21,0.153158725510315,3,2,1,12.99,2494.0,100.6,7
5512,19,-0.11900425067496173,3,1,1,15.15,2967.0,240.0,5
557,17,-0.511000015529255,2,1,1,9.9,1984.0,207.8,2
1481,15,0.12338953040985619,3,2,1,12.8,2494.0,102.0,8
4836,13,0.06860632264309356,2,2,2,17.5,1298.0,85.8,5
79,9,0.3161278119748805,2,2,1,0.0,1086.0,63.0,5
5037,19,-0.4463558303644751,2,2,1,20.36,1197.0,78.9,5
2555,20,0.03573639798303599,3,2,1,25.8,1498.0,98.6,5
828,21,-0.0012970504672955457,2,2,1,18.6,1197.0,81.83,5
4994,11,0.6712216080774824,3,1,1,16.73,1995.0,218.0,5
109,18,-0.20530971619071955,3,1,1,22.32,1582.0,126.32,5
4842,18,-0.566878887451353,2,2,1,16.47,1198.0,74.0,5
3728,18,0.2219993043900289,3,1,1,12.55,2982.0,168.5,7
6007,15,0.10147624730315113,3,2,1,19.3,1248.0,73.9,5
684,19,0.30041598798737296,3,2,1,22.54,1396.0,88.73,5
2833,21,-0.23889182255174504,3,1,1,18.56,1995.0,190.0,5
3339,16,-0.00809016823037411,2,1,2,15.0,1396.0,98.6,5
3459,14,-0.3481185821971164,2,2,1,20.36,1197.0,78.9,5
3939,10,-0.31487613172424483,2,2,1,13.0,2987.0,210.0,5
3173,16,0.9999208546780581,3,2,3,28.4,1248.0,73.75,5
4308,18,-0.05392179984804772,3,2,1,25.47,1248.0,88.5,7
5505,18,0.48495870167048954,3,2,2,28.4,1248.0,74.0,5
105,14,0.3847054314573139,2,2,1,14.0,796.0,35.0,5
3244,21,-0.47867792294686506,3,2,1,16.3,1956.0,170.0,5
1379,19,-0.18895145035156424,3,1,1,13.0,2987.0,265.0,5
287,18,-0.14996771970473596,2,1,1,15.0,1396.0,98.6,5
2443,16,0.10189259968217854,3,2,1,20.14,1498.0,88.0,5
5466,18,0.6383516834174249,3,2,1,13.0,2982.0,168.5,7
2571,19,-0.2591944793501073,3,2,1,23.4,1248.0,74.0,5
3581,20,-0.3477460563843024,3,1,1,21.76,1995.0,190.0,5
933,20,-0.2820062070641872,2,2,1,17.8,1198.0,86.7,5
3269,19,-0.018674283970912652,3,2,1,23.2,1248.0,73.94,5
221,18,0.05764968108974104,3,2,2,25.8,1498.0,98.6,5
5867,21,-0.2600929239574822,3,1,1,18.19,1968.0,174.5,5
4164,21,-0.12660815991298838,2,2,2,15.8,1591.0,121.3,5
220,22,-0.36784053699315095,2,2,1,17.19,1197.0,81.86,5
522,18,-0.5482525968106536,2,2,1,18.6,1199.0,76.8,5
5469,13,0.11243288885650367,2,2,2,18.5,1197.0,80.0,5
3521,13,0.4301754939037269,3,1,2,13.5,2987.0,282.0,5
4516,20,-0.04096009289043169,2,2,1,15.1,1196.0,73.0,7
2075,19,-0.20530971619071955,2,2,1,17.57,1193.0,88.7,5
3582,21,-0.4353991888111226,3,1,1,28.4,1248.0,73.75,5
5277,21,-0.31487613172424483,2,2,1,22.74,796.0,47.3,5
5070,14,-0.3086746726050473,2,1,1,19.2,1197.0,80.0,5
5106,15,-0.09225908864322821,2,2,1,18.5,1197.0,85.8,5
3155,16,0.06860632264309356,2,2,1,19.7,796.0,35.0,8
4501,20,-0.07732518620600871,3,2,1,19.98,1461.0,108.5,8
5175,14,-0.00809016823037411,3,1,1,18.59,2993.0,265.0,5
595,22,-0.07372045113495573,3,2,1,25.2,1248.0,74.0,5
938,21,0.05512965353246996,3,2,1,19.67,1582.0,126.2,5
920,19,0.9999208546780581,3,2,1,25.0,1396.0,69.01,5
4608,13,0.9999208546780581,3,1,1,11.0,2993.0,235.0,5
3076,17,0.3644356445836118,3,2,1,12.99,2494.0,100.0,8
348,19,-0.30702021973049104,3,1,2,21.76,1995.0,190.0,5
722,20,-0.06287337599713674,3,2,1,19.01,1461.0,108.5,5
76,12,0.5738280213097319,3,2,1,17.8,1399.0,67.0,5
4989,20,-0.2162663577440721,3,1,1,20.38,1968.0,143.0,5
2447,15,-0.13071690049549559,2,2,2,24.07,998.0,67.1,5
2771,15,-0.04096009289043169,3,2,1,16.52,1991.0,123.7,5
5570,16,0.23295594594338145,3,2,1,19.72,1461.0,108.45,5
5848,21,-0.030277367375912974,3,1,2,17.68,1968.0,174.33,5
3547,20,-0.5033303664419082,2,2,1,19.44,1198.0,67.0,7
2473,22,0.10955129212797195,3,2,1,26.21,1248.0,88.5,5
1666,20,-0.3598093187345435,2,2,1,15.04,1598.0,103.2,5
1526,16,0.4493934431883072,3,2,1,17.72,1968.0,108.49,5
1882,10,0.33514854171150044,3,2,3,17.8,1399.0,68.0,5
5424,17,0.037796246595066266,3,2,1,17.2,1396.0,53.5,5
3003,18,-0.00809016823037411,2,2,1,17.01,1591.0,121.3,5
3689,12,0.15730033601748225,2,1,1,16.8,1497.0,118.0,5
3720,16,0.28907586397965307,3,2,1,12.99,2494.0,100.0,7
4449,20,-0.02002195088197501,2,2,1,18.6,1197.0,81.86,5
4401,21,-0.4627907926945039,2,2,1,23.84,1199.0,84.0,5
901,16,0.00040122897347409577,3,2,1,19.33,1968.0,138.1,5
4760,22,-0.21601435498834498,3,2,1,28.09,1248.0,88.5,5
2028,9,0.0795629641964461,2,2,1,14.0,1061.0,64.0,5
3666,17,-0.15052650842395693,2,2,2,19.4,1198.0,86.8,5
1040,14,0.3863489276903168,2,1,2,10.1,2354.0,152.0,5
4876,19,-0.24913628240412966,2,2,2,18.6,1197.0,81.83,5
2618,12,0.7677824900871781,3,2,1,19.09,1396.0,69.0,5
2289,15,-0.17791811230733826,3,1,1,18.33,1968.0,167.7,5
5441,21,-0.04479491743410507,3,1,1,10.91,3198.0,197.0,7
203,13,0.31468153528983794,2,2,1,14.7,1390.0,85.0,5
4783,17,0.08300334964419878,3,2,1,19.87,1461.0,83.8,5
4609,21,0.014732516125259198,3,2,1,19.67,1582.0,126.2,5
5610,23,-0.5775287430412116,2,2,1,17.01,1591.0,121.3,5
1955,17,-0.01380953512122413,2,2,2,17.0,1591.0,121.3,5
4285,14,0.041094195702625375,2,2,1,17.0,1197.0,80.0,5
2598,17,0.1822376521929126,3,2,1,20.46,1461.0,83.8,5
1475,20,-0.5120956796845902,2,2,1,21.4,1197.0,83.1,5
3376,19,0.45208877701043193,3,2,2,12.99,2494.0,100.6,7
4121,19,-0.22722299929742462,2,1,1,14.7,1798.0,177.5,5
5837,20,-0.040565653794511,3,2,1,22.54,1396.0,88.73,5
4640,17,0.1819856494371855,3,2,1,25.8,1498.0,98.6,5
1168,20,-0.406911920772406,2,1,1,23.1,998.0,67.04,5
1783,21,-0.22906371507838785,2,1,1,22.5,998.0,67.0,5
4122,21,-0.1517646089194858,3,2,1,19.67,1582.0,126.2,5
1366,15,0.18224860883446595,3,2,1,16.52,1991.0,123.7,5
5169,16,0.1453356834412213,3,2,1,22.07,1199.0,73.9,5
4529,18,-0.020821785715369745,2,1,1,16.8,1497.0,118.0,5
1745,14,0.1618802121867836,2,2,1,19.7,796.0,46.3,5
3568,10,0.39730556924366933,2,2,2,16.9,1497.0,100.0,5
1010,23,-0.38988529979849623,3,2,1,23.0,1498.0,98.96,5
4727,17,-0.03125250847416135,3,2,1,16.0,2179.0,140.0,7
1077,23,-0.2635113961221282,3,2,1,24.3,1248.0,88.5,5
4630,15,0.2548692290500865,3,1,2,12.35,2179.0,187.74,5
5642,10,1.0547040624448207,2,2,3,15.4,1590.0,94.0,5
3043,23,-0.3598093187345435,3,1,1,12.63,2179.0,147.5,5
4117,19,0.046693039536388516,3,1,1,14.16,1968.0,174.3,5
2074,15,-0.3778220374482551,2,2,1,16.1,1248.0,74.0,5
5460,19,-0.23270132007410088,3,1,1,17.68,1968.0,174.33,5
593,18,-0.4353991888111226,3,1,1,15.97,2993.0,258.0,7
4201,15,0.20008602128332387,3,2,1,22.07,1199.0,73.9,5
4070,21,-0.1158925644738096,3,1,1,15.0,2143.0,107.3,5
3413,18,-0.4479116734650512,2,2,1,17.0,1197.0,80.0,5
4030,18,-0.04096009289043169,3,2,1,22.7,1498.0,89.84,5
1105,12,-0.052639872786305476,2,2,2,18.9,998.0,67.1,5
3859,17,0.5835684756506623,3,2,1,12.8,2494.0,102.0,8
3738,20,-0.32483571889624224,2,2,1,18.9,1197.0,81.86,5
5851,19,-0.20161732798723978,2,1,1,23.1,998.0,67.04,5
1363,22,-0.4171344673416839,2,1,1,18.9,1197.0,81.86,5
415,14,0.36550939545584027,3,1,2,16.0,2400.0,215.0,5
844,17,0.726004815844245,3,2,2,20.54,1598.0,103.6,5
1492,12,0.12338953040985619,2,2,1,13.1,1997.0,141.1,5
5388,19,0.06860632264309356,3,2,1,22.7,1582.0,126.2,5
4027,21,-0.4095086448205506,2,1,1,13.0,1591.0,121.3,5
4486,18,0.48347955506078694,3,1,1,12.07,2967.0,241.4,7
1026,18,-0.24193776890357704,2,2,1,16.2,995.0,62.1,5
1322,20,-0.5861625765852534,2,1,1,21.9,624.0,37.48,4
1137,17,0.042912998200481896,3,1,1,18.88,1995.0,184.0,5
3307,17,0.05764968108974104,3,2,1,23.59,1364.0,67.06,5
2485,21,-0.14656020418164334,3,2,1,24.3,1248.0,88.5,5
130,21,-0.158360507134604,2,2,1,20.73,1373.0,91.1,5
1240,17,-0.4217253001525386,3,2,1,21.1,1248.0,73.9,5
2117,22,-0.4059915628819244,2,1,1,21.4,1197.0,83.1,5
2420,18,0.474002060117137,3,1,2,12.55,2982.0,168.5,7
951,21,-0.21048125100390197,3,2,1,25.32,1198.0,77.0,6
5438,11,0.6273950418640724,3,2,3,10.9,2499.0,197.0,7
3778,12,0.3425223614769067,3,2,2,16.8,1493.0,110.0,5
2651,22,-0.39266828675304777,2,2,1,21.4,1197.0,83.1,5
2003,20,-0.33522261508882045,3,1,1,20.68,1995.0,190.0,5
4461,20,-0.2322630544119668,2,2,1,18.6,1197.0,81.86,5
4155,16,0.7106655176695515,3,2,1,15.1,2179.0,140.0,7
4839,15,-0.172439791530662,2,2,1,18.06,1198.0,75.0,5
2235,16,-0.20780783046488394,3,2,1,23.2,1248.0,73.94,5
4927,17,-0.15052650842395693,3,2,1,20.5,1598.0,103.5,5
450,21,-0.3566757192502847,2,2,1,18.6,1197.0,81.83,5
573,16,0.5068719847771945,3,2,2,15.96,2523.0,62.1,7
5598,13,0.013845028159437644,3,2,2,17.5,1896.0,106.0,5
3925,15,0.8518966272922656,3,2,1,12.8,2494.0,102.0,7
457,20,0.3057299591407489,3,1,1,15.17,1968.0,181.0,5
2527,9,0.45208877701043193,1,2,3,17.0,1086.0,63.1,5
424,14,-0.1831663436113941,3,2,1,0.0,1968.0,126.2,5
66,11,0.046693039536388516,2,1,2,16.4,1497.0,78.0,5
1840,17,0.3425223614769067,3,2,1,25.8,1498.0,98.6,5
2094,19,-0.33467478301115283,3,2,1,28.4,1248.0,73.75,5
2212,17,-0.03000345133707916,2,2,1,24.7,796.0,47.3,5
3470,18,0.11862339133414784,3,2,1,22.7,1498.0,89.84,5
4793,19,0.3425223614769067,3,2,1,26.21,1248.0,88.5,5
3067,20,0.3772110886348208,3,2,2,14.02,2179.0,118.3,7
4392,19,-0.10669994221054684,2,2,1,14.28,1798.0,138.03,5
5124,13,0.2877391537101441,3,2,2,15.0,1896.0,105.0,5
4012,10,0.10147624730315113,2,2,1,19.7,796.0,46.3,5
4847,17,-0.28412083888398426,2,2,1,19.4,1198.0,86.8,5
2264,16,-0.3751376602676837,2,2,2,18.3,1364.0,78.9,5
2629,17,0.6712216080774824,3,2,1,20.77,1248.0,88.8,7
905,12,0.3534790030302592,3,2,2,19.3,1248.0,73.9,5
570,15,-0.1824541619104262,2,2,1,17.0,1497.0,118.0,5
3530,14,0.0795629641964461,2,2,1,18.6,1199.0,79.4,5
1978,19,-0.25165630996140076,2,2,1,20.73,1373.0,91.1,5
5510,16,-0.31487613172424483,2,2,2,15.64,1193.0,64.08,5
60,21,-0.40252926415106505,3,2,1,13.68,2393.0,147.8,8
2220,21,-0.4244425472577701,2,1,1,16.5,1198.0,86.8,5
2794,15,0.32060907837020164,2,1,1,14.53,1794.0,138.1,5
751,20,-0.11900425067496173,3,1,1,16.36,2179.0,187.7,5
517,17,-0.34692430826780096,2,2,1,17.6,1496.0,88.73,5
4435,17,0.5287852678838997,2,2,2,16.95,1498.0,97.7,5
5698,16,0.23279159632008115,3,2,1,17.8,1399.0,67.0,5
3363,19,-0.05191673444378421,2,1,1,14.3,1598.0,103.52,5
4249,18,0.4301754939037269,3,2,1,22.9,1248.0,74.0,5
4788,19,-0.22722299929742462,3,1,2,16.8,1969.0,150.0,5
204,14,0.12886785118653246,2,2,1,15.64,1193.0,64.1,5
3234,17,0.6273950418640724,3,1,2,12.55,2982.0,168.5,7
806,21,0.00983489735091062,3,1,1,10.91,3198.0,197.0,7
3079,20,-0.32583277327759735,3,1,1,10.91,3198.0,197.0,7
3468,18,-0.11731692787574544,2,2,1,18.9,1197.0,82.0,5
5446,16,0.9889642131247056,3,2,1,19.01,1461.0,108.45,5
1180,18,0.0795629641964461,3,2,1,26.0,1498.0,98.6,5
5839,11,0.3425223614769067,2,2,2,13.8,1299.0,70.0,5
86,15,0.17817273817661883,3,1,2,16.73,1995.0,218.0,5
4091,16,-0.35135079145535536,2,2,2,17.0,1497.0,118.0,5
3134,21,-0.3931394223398419,2,2,1,16.2,1199.0,74.0,5
5038,23,-0.3804735447041664,3,1,1,12.81,1999.0,148.31,7
5663,20,-0.19435307463736703,2,2,2,25.17,799.0,53.3,5
2343,10,0.17250815449353557,2,1,1,0.0,999.0,64.0,5
3740,11,0.3534790030302592,2,2,2,17.7,1497.0,78.0,5
3326,19,-0.07028006568720305,3,2,1,28.09,1248.0,88.5,5
2608,19,-0.22722299929742462,2,2,1,21.1,814.0,55.2,5
3138,2,0.3989490654766722,2,2,3,17.3,993.0,60.0,5
4767,9,0.24391258749673397,2,2,2,12.8,1493.0,100.0,5
5775,17,-0.31487613172424483,3,1,1,17.54,2993.0,313.0,4
2796,15,-0.1647044025939951,2,1,1,10.9,2497.0,215.0,5
367,22,-0.35651136962698443,2,2,1,24.7,796.0,47.3,5
1042,20,0.23295594594338145,3,2,1,24.4,1120.0,71.0,5
5035,14,0.2154253194580174,2,2,2,15.6,1196.0,70.0,5
4805,16,-0.12172149778019314,3,2,1,15.1,2179.0,140.0,7
288,15,0.11243288885650367,3,2,1,20.54,1598.0,103.6,5
4738,12,-0.16410178730856073,2,2,1,18.0,995.0,62.0,5
1856,22,-0.623853423528786,2,2,1,18.9,1197.0,82.0,5
3325,14,-0.11763467048079265,2,2,2,13.14,1798.0,157.8,5
1285,16,0.06860632264309356,2,2,1,18.6,1199.0,79.4,5
3249,15,0.03573639798303599,2,1,1,12.9,1799.0,130.0,5
2883,15,-0.07950555787512587,3,2,1,15.42,1405.0,70.0,8
861,18,0.12436467150810457,2,2,1,18.6,1197.0,81.83,5
5682,21,-0.3398791877489953,2,2,1,22.74,796.0,47.3,5
