,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats
401,20,34782,2,1,1,16.9,1197.0,82.0,5
402,16,31736,2,2,1,20.36,1197.0,78.9,5
403,18,75000,3,2,1,19.64,1461.0,108.5,5
404,18,15000,3,2,1,16.55,2498.0,105.0,6
405,20,38503,3,2,1,22.7,1498.0,89.84,5
406,21,45353,3,2,1,21.9,1498.0,98.6,7
407,19,30000,3,1,1,12.7,2179.0,187.7,5
408,15,69470,2,2,2,17.6,1496.0,88.73,5
409,12,63288,2,1,1,9.1,2349.0,180.0,5
410,21,25087,2,2,1,16.47,1198.0,74.0,5
411,19,134000,3,2,1,12.8,2494.0,102.0,7
412,19,54955,3,1,3,14.81,1998.0,163.7,5
413,21,28000,3,2,1,22.0,1582.0,126.2,5
414,19,45250,3,2,1,25.8,1498.0,98.6,5
415,16,89190,3,1,2,11.4,2993.0,245.41,7
416,21,48184,3,2,1,26.0,1498.0,98.6,5
417,19,42125,3,2,1,26.59,1248.0,74.0,5
418,21,47052,2,1,1,19.15,1198.0,75.94,5
419,15,67000,2,2,2,20.36,1197.0,78.9,5
420,15,43189,2,2,1,0.0,999.0,73.0,5
421,19,174889,3,2,1,26.59,1248.0,74.0,5
422,8,72135,2,2,1,19.7,796.0,46.3,5
423,21,17660,3,2,1,24.3,1248.0,88.5,5
424,13,120000,2,1,1,11.7,2354.0,177.6,5
425,14,29629,2,2,1,18.6,1199.0,76.8,5
426,20,69564,3,2,1,17.8,1248.0,74.0,5
427,21,34848,3,1,1,17.9,2143.0,170.0,5
428,17,61000,3,2,1,14.0,2498.0,112.0,8
429,19,21000,2,2,1,19.83,1198.0,67.0,7
430,19,27912,3,1,1,16.36,2179.0,187.7,5
431,17,62909,3,2,1,21.5,1248.0,88.8,5
432,22,33140,2,2,1,23.1,998.0,67.04,5
433,18,75000,3,1,1,21.21,1498.0,103.2,5
434,21,25571,3,2,1,22.77,1498.0,98.59,5
435,6,120000,2,2,4,12.07,999.0,63.0,5
436,20,12020,3,2,1,20.77,1248.0,88.76,7
437,18,36665,2,1,1,16.5,1198.0,86.8,5
438,22,41502,3,1,1,13.5,2477.0,175.56,7
439,15,130000,3,1,1,14.21,2143.0,203.0,5
440,21,51000,3,2,1,25.2,1248.0,74.0,5
441,12,103000,2,2,2,13.2,1495.0,94.0,5
442,16,70000,3,1,1,16.55,1968.0,147.51,5
443,14,56239,2,2,2,17.0,1497.0,118.0,5
444,20,40000,3,1,1,22.69,1995.0,190.0,5
445,22,19964,2,1,1,22.5,999.0,67.0,5
446,16,72246,3,2,1,13.6,2523.0,63.0,7
447,22,15000,3,2,1,20.5,1582.0,126.2,5
448,20,14000,2,2,4,23.9,624.0,37.48,4
449,20,22764,2,2,1,16.2,1199.0,74.0,5
450,16,65000,3,1,1,18.33,1968.0,167.7,5
451,20,45000,3,2,1,12.08,2999.0,161.0,7
452,21,32090,3,1,1,13.0,2143.0,204.0,5
453,18,83000,3,2,1,15.1,2179.0,140.0,7
454,15,70000,3,1,1,13.0,2143.0,204.0,5
455,17,68000,3,2,1,16.0,2179.0,140.0,7
456,16,105000,2,2,1,16.95,1498.0,97.7,5
457,10,88000,2,2,1,13.0,1795.0,127.0,5
458,11,93000,2,1,2,11.1,2354.0,142.0,5
459,18,107000,3,2,1,26.0,1498.0,98.6,5
460,15,141844,3,2,1,12.55,2982.0,168.5,7
461,19,32469,2,1,1,19.34,1198.0,76.0,5
462,19,56318,3,2,1,15.1,2179.0,140.0,7
463,21,26002,3,1,1,20.7,1496.0,113.98,4
464,18,83000,3,2,1,25.2,1248.0,74.0,5
465,14,80000,2,2,2,18.6,1199.0,79.4,5
466,20,56474,2,2,2,21.4,1197.0,83.1,5
467,16,26000,2,1,2,14.8,1595.0,120.69,5
468,13,49000,2,1,2,9.74,1984.0,208.0,5
469,14,64132,3,1,2,17.0,1896.0,105.0,5
470,20,41810,3,2,1,19.67,1582.0,126.2,5
471,17,60000,3,1,1,16.46,2993.0,258.0,5
472,20,22177,3,1,1,0.0,2987.0,165.0,5
473,18,100000,3,2,1,20.0,1399.0,68.05,5
474,16,75000,3,1,1,20.0,1968.0,138.1,5
475,15,68000,3,2,1,21.9,1396.0,90.0,5
476,20,43518,3,2,1,12.99,2494.0,100.0,7
477,16,39100,2,1,1,16.98,998.0,66.1,5
478,15,58000,2,2,1,17.01,1591.0,121.3,5
479,14,52000,2,2,1,17.0,1497.0,118.0,5
480,18,80000,3,1,1,13.2,1995.0,170.0,5
481,10,96000,2,2,2,18.2,998.0,67.1,5
482,14,63000,2,1,1,13.7,1798.0,157.75,5
483,18,50000,3,1,1,15.73,1968.0,174.33,5
484,18,15322,2,2,1,21.1,814.0,55.2,5
485,16,47000,2,2,1,19.4,1198.0,86.8,5
486,15,76041,3,2,1,20.54,1598.0,103.6,5
487,13,46000,2,2,1,13.2,1495.0,94.0,5
488,17,160000,3,2,2,15.96,2523.0,62.1,7
489,19,17000,3,2,2,27.62,793.0,47.0,5
490,18,56000,3,2,1,24.0,1120.0,70.0,5
491,9,35000,2,2,1,15.3,1341.0,61.0,5
492,19,54278,3,2,1,12.99,2494.0,100.6,7
493,19,39000,3,2,1,25.4,1186.0,73.97,5
494,17,40000,3,1,1,17.68,1968.0,174.33,5
495,17,41000,2,1,1,15.63,1499.0,110.4,5
496,15,30342,2,1,1,15.56,1998.0,252.0,5
497,12,88000,2,2,2,17.7,1497.0,78.0,5
